N1_1,VRTG,ALT_RADIO,DIST_TO_THR_CONV,IVV,LOC,PITCH
60.5,1.03,76,152.93,-832,0.0504,1.8
61.1,1.09,61,78.93,-768,0.0403,2.8
62.1,1.09,48,8.76,-656,0.0302,3.3
62,1.08,36,60.07,-512,0.0302,3.7
57.1,1.1,25,134.9,-368,0.0202,4.2
49.6,1.04,17,209.73,-288,0.0202,4
40.5,1.03,11,284.33,-240,0.0302,4
34.9,1.42,7,358.37,-224,0.0302,4
31.9,1.14,0,431.96,0,0.0302,4
31.8,1.2,0,504.53,-96,0.0202,4.4
34.4,1.09,0,576.31,-96,0.0101,4.4
42.8,1.08,0,646.84,-192,0.0202,3.2
62.1,1.05,0,715.57,-160,0.0202,1.1
80.1,1.07,0,781.92,-80,0.0202,0
57.5,1.01,560,3020.74,-768,-0.0302,2.1
57.5,1.02,552,2967.47,-752,-0.0403,2.1
57.5,1.01,545,2914.46,-736,-0.0403,2.1
57.4,1,534,2838.5,-720,-0.0302,2.1
57.5,1,521,2765.9,-720,-0.0202,2.1
57.5,1,504,2687.79,-704,-0.0101,2.1
57.5,0.99,489,2600.66,-720,0,2.1
58.5,0.99,475,2524.06,-752,0.0101,1.8
58.6,1,461,2454.28,-768,0.0202,1.9
58.6,1.01,451,2390.98,-768,0.0202,2.1
58.6,1.03,440,2327.21,-736,0.0302,2.3
58.9,1.02,429,2260.68,-704,0.0302,2.3
60.3,1,417,2188.61,-688,0.0302,2.1
60.3,0.99,404,2115.65,-688,0.0302,2.1
59.6,0.98,392,2040.31,-704,0.0302,1.8
59.6,0.99,381,1971.16,-736,0.0202,1.6
59.6,1,367,1896.91,-768,0.0101,1.6
59.6,1,354,1821.67,-784,0,1.6
59.6,1.03,340,1751.02,-784,0,1.9
60.4,1.03,326,1673.98,-736,0,2.1
60.5,1.02,314,1603.94,-704,0,2.1
60.5,1.01,303,1534.29,-672,0.0101,2.1
60.4,1.03,292,1467.61,-640,0,2.5
60.5,1.03,280,1393.2,-608,0.0202,2.6
60.4,0.99,270,1319.38,-608,0.0202,2.3
60.4,0.99,257,1238.31,-624,0.0101,1.9
60.4,0.99,247,1167.1,-656,0.0101,1.8
60.4,0.98,234,1082.1,-672,0.0101,1.8
60.4,1,221,1004.32,-720,0.0202,1.6
59.5,1,207,924.36,-720,0.0101,1.8
59.4,1.01,195,851.68,-752,0.0101,1.8
59.4,1,181,766.75,-736,0.0202,1.8
59.4,1,168,691.68,-720,0,1.9
59.4,1.03,155,612.98,-720,0,2.1
59.1,1,142,533.39,-720,-0.0706,1.9
57.6,0.99,128,453.65,-768,-0.0101,1.2
57.9,1.05,114,376.88,-784,-0.0101,1.6
57.9,1.05,101,299.96,-736,0,1.8
57.8,1.02,87,223.22,-736,-0.0101,1.9
57.8,1.04,75,147.86,-720,-0.0101,2.3
57.8,1.04,63,75.04,-656,0.0101,2.5
57.6,1.06,51,5.08,-592,-0.0202,2.8
57.6,1.07,42,58,-480,-0.0202,3.3
57.1,1.05,33,132.38,-384,0,3.5
53.3,1.04,26,206.76,-320,0,3.5
46,1.01,20,280.8,-288,-0.0101,3.3
37.6,1.04,15,354.39,-272,-0.0202,3.7
33,1.04,11,427.41,-240,-0.0202,4
30.9,1,7,499.64,-240,-0.0101,3.9
30.9,1.46,4,571.42,-192,-0.0101,4.6
31,1.19,2,642.63,-96,0.0101,4.2
33.4,1.2,0,712.83,-48,0.0101,4
38.8,1.12,0,782.01,-112,0.0101,3.2
56.9,1.12,0,849.94,-128,0.0101,1.9
76.5,1.05,0,915.5,-128,0,0.2
54.6,1,588,3156.19,-720,0.0101,1.8
54.6,1.01,581,3093.66,-736,0.0202,1.6
54.6,1.02,575,3020.26,-736,0.0302,1.8
55.9,1.08,560,2934.52,-720,0.0202,1.9
56.4,1.07,547,2859.05,-704,0.0202,1.9
56.4,1.08,527,2771.56,-640,0.0302,1.6
56.5,0.94,511,2688.26,-656,0.0403,0.9
56.5,0.99,484,2583.37,-768,0.0403,0.9
57.1,1.02,462,2490.58,-816,0.0403,1.2
58.8,1.05,448,2413.34,-800,0.0403,1.8
58.6,1.06,443,2362.52,-752,0.0403,1.9
58.6,1.01,435,2298.22,-704,0.0504,1.8
58.8,1,438,2257.26,-688,0.0302,1.8
58.8,1,436,2226.07,-704,0.0202,1.6
58.9,1,420,2137.26,-704,0.0202,1.4
57.9,1,407,2052.93,-736,0.0302,1.4
57.3,1.02,394,1988.37,-736,0.0302,1.6
56.5,1.04,381,1907.84,-720,0.0302,1.8
55.5,1.05,368,1831.99,-704,0.0302,1.6
55.3,0.99,361,1764.82,-752,0.0202,1.1
55.5,1.01,349,1688.2,-768,0.0202,1.1
55.5,1.05,335,1616.82,-816,0.0202,1.2
55.5,1.01,320,1533.57,-768,0.0101,1.4
55.6,1.05,305,1453.13,-752,0,1.9
57,1.03,282,1337.79,-752,0.0101,1.9
57,0.94,265,1244.23,-816,0,1.1
57,1.04,251,1168.2,-864,0,1.1
57,1.05,238,1098.77,-816,0,1.8
57.4,1.05,224,1022.98,-752,0.0101,1.9
57.8,1.02,220,987.54,-704,0.0101,1.8
57.8,0.96,208,913.1,-736,0.0101,1.1
57.6,1.01,194,832.33,-784,0,0.9
57.6,1.01,180,752.48,-784,0,1.1
55.9,1.04,167,673.19,-784,-0.0202,1.4
55.4,1.05,153,595.04,-752,-0.0302,1.4
55.5,1,139,512.33,-784,-0.0302,1.2
55.5,0.97,125,432.72,-832,-0.0202,0.5
55.5,1.02,111,352.88,-880,-0.0202,0.9
57.3,1.1,96,271.23,-864,-0.0302,1.9
59.1,1.12,82,193.85,-784,-0.0101,2.3
60.3,1.06,68,116.07,-656,-0.0202,2.1
60.9,1.04,55,37.57,-608,-0.0202,2.1
60.8,1.08,43,36.1,-592,-0.0202,2.3
56.9,1.08,33,112.74,-528,-0.0202,2.5
50.8,1.07,24,189.38,-416,-0.0202,2.8
42.8,1.09,17,265.79,-320,-0.0202,3.3
35.6,1.08,11,341.64,-208,-0.0101,3.7
31.9,1.05,7,417.03,-128,0,3.9
31,1.02,4,491.64,-96,-0.0101,3.9
31.1,1.26,2,565.68,-96,-0.0101,3.9
31.1,1.25,1,639.26,-128,-0.0101,3.3
31.3,1.16,0,711.83,0,0,3
32.6,1.04,0,783.39,-64,0,2.3
38.3,1.09,0,853.58,-64,0,1.9
52.4,1.03,0,922.31,-80,-0.0101,1.6
61.3,1,578,3150.77,-624,0.1109,1.9
61.3,1.04,575,3110.04,-672,0.0907,2.5
61.3,1.06,563,3034.64,-624,0.0907,2.6
61.3,1.05,549,2945.2,-560,0.0907,2.5
61.3,1,533,2849.16,-592,0.0706,1.9
61.3,1.02,523,2776.17,-608,0.0605,1.9
61.3,1.03,510,2702.42,-576,0.0605,1.9
61.3,1.05,499,2630.96,-576,0.0806,1.9
61.3,1.02,485,2543.79,-560,0.0706,1.4
60.1,0.97,475,2470.35,-592,0.0706,0.7
59.5,1.02,469,2409.69,-656,0.0504,0.9
59.6,1.07,458,2346.32,-688,0.0907,1.6
59.6,1.01,450,2278.83,-688,0.0706,1.4
59.1,1.02,441,2210.84,-688,0.0504,1.1
59.1,1.01,434,2166.26,-688,0.0504,1.1
58.5,1.05,422,2089.24,-752,0.0302,1.1
58.1,1.05,412,2019.4,-720,0.0403,1.2
56.4,1.04,392,1925.74,-672,0.0302,1.1
54.9,0.99,380,1859.41,-720,0.0504,0.4
54.9,1,365,1771.06,-784,0.0806,0.5
54.9,0.99,348,1679.48,-864,0.1008,0.4
54.9,1.02,326,1576.78,-896,0.0706,0.2
54.9,1,317,1525.86,-896,0.0806,0
54.8,1.02,304,1455.08,-944,0.1008,0
53.9,1.05,288,1380.24,-896,0.1512,0.4
53.9,1.01,275,1317.52,-896,0.131,0.5
53.9,1.04,266,1270.92,-880,0.1008,1.1
53.9,1.05,253,1205.55,-880,0.121,1.1
53.8,1.03,238,1139.75,-784,0.131,1.2
53.9,1.04,224,1059.8,-752,0.121,1.2
53.9,1.02,210,982.35,-720,0.0806,1.4
53.9,1.03,197,907.57,-704,0.0605,1.4
52.9,1,183,825.23,-704,0.121,1.2
52.3,1.05,170,746.18,-720,0.0706,1.8
52.3,1,157,672.76,-720,0.0706,1.6
52,1.03,145,594.2,-704,0.0706,1.4
51.5,0.99,131,515.16,-720,0.0504,1.4
51.5,1.01,118,437.07,-752,0.1008,1.4
51.5,1.08,105,363.06,-736,0.0706,2.1
51.5,1.05,92,287.93,-704,0.0605,2.1
51.5,1,79,207.83,-720,0.0504,1.8
51.5,1.05,66,132.68,-736,0.0202,2.1
51.5,1.06,53,59.04,-672,0.0706,2.6
51.5,1.06,41,18.89,-640,0.0907,3
51.5,1.07,30,91.68,-576,0.1008,3.2
51.5,1.15,20,164.48,-432,0.0907,4.2
51.5,1.17,13,237.05,-272,0.0806,4.7
49,1.08,7,309.28,-128,0.0806,4.6
42.6,1.07,4,381.28,-96,0.0403,4.4
36.1,1.13,2,452.84,-48,0.0403,4.4
32.1,1.26,1,523.82,-128,0.0302,4.2
31.4,1.21,0,594.02,0,0.0302,3.7
32.6,1.09,0,663.2,-64,0.0302,2.6
37.5,1.06,0,731.13,-176,0.0504,1.8
52.1,1.05,0,797.49,0,0.0504,0.2
59.1,0.98,590,3117.49,-672,0.0302,1.2
58.3,1,587,3072.19,-720,0.0302,1.1
58.1,1.07,574,3001.9,-736,0.0101,1.2
58.3,1.02,559,2909.08,-704,0.0101,1.2
58.3,0.96,542,2824.68,-752,0.0101,0.7
58.3,1.07,529,2741.63,-832,0,1.1
58.3,1.04,513,2669.15,-800,-0.0403,1.9
58.3,1.07,497,2601.67,-768,-0.0302,2.1
58.3,1.02,481,2518.96,-720,0,2.1
58.1,1.08,467,2443.28,-784,0.0101,1.9
58.1,1.13,459,2383,-704,0.0101,2.3
58.1,1,445,2323.58,-720,0.0403,2.1
59.9,1.05,435,2258.83,-736,0.0302,1.4
61.6,1.05,424,2187.38,-720,0.0302,1.8
61.5,1.02,416,2145.81,-720,0.0101,1.6
61.5,1.01,404,2075.44,-752,0.0202,0.5
61.5,1,394,2007.8,-752,0.0504,0.9
60.4,1.03,376,1921.67,-800,0.0907,1.4
58.9,1.07,363,1848.04,-768,0.0806,1.8
59,1.08,348,1771.01,-688,0.0907,1.8
59,1.07,333,1687.73,-592,0.0907,1.8
58.5,0.96,313,1587.97,-592,0.1109,1.2
57.6,1.01,305,1525.12,-736,0.1109,0.5
57.9,1.04,295,1455.3,-736,0.1109,1.2
57.3,1,283,1384.44,-736,0.121,1.4
57,1.02,272,1316.23,-752,0.1008,1.2
57,1,267,1276.44,-768,0.0302,0.9
57,1.08,255,1209.29,-752,0.0302,1.6
57.1,1.08,243,1142.51,-688,0.0302,1.6
57.1,0.98,229,1068.65,-704,0.0101,1.4
57.1,1.03,216,986.45,-736,-0.0101,1.6
57,1.06,202,910.69,-736,-0.0504,1.8
56.6,1.04,189,839,-672,-0.0403,1.8
56.5,1,176,760.29,-688,0,1.2
56.5,1,163,685.37,-720,-0.0504,0.9
56.5,1.07,151,610.57,-720,-0.0302,1.6
56.5,1.05,138,534.1,-704,-0.0302,1.8
56.5,1.03,125,458.99,-656,-0.0302,1.8
56.5,1,112,386.2,-640,0.0101,1.6
56.5,0.97,100,309.19,-672,0.0302,1.4
56.4,0.99,87,227.82,-736,-0.0403,1.8
58.4,1.08,74,150.67,-752,-0.0101,2.5
59,1.07,62,83.47,-656,0.0202,2.6
59.3,1.03,50,11.9,-624,0.0202,2.3
58.3,1.09,38,62.3,-576,0.0101,3
55.4,1.15,28,135.88,-448,0.0202,4.9
52.1,1.16,19,209.47,-304,0.0101,5.3
46.3,1.04,12,282.83,-192,-0.0202,4.9
38.4,1.02,7,355.86,-144,-0.0202,4.2
33.6,1.34,4,428.09,-112,-0.0202,4.2
31.3,1.12,2,499.86,-32,-0.0202,4.6
31.5,1.24,0,570.63,-32,-0.0202,4.9
34.3,1.11,0,640.6,-64,0.0101,4.7
42.4,1.06,0,709.32,-112,0.0302,3.9
59.9,1.05,0,776.24,-112,0.0403,2.6
56.1,1.05,521,2819.06,-720,-0.0403,1.4
56.1,1.05,504,2732.3,-688,-0.0202,1.4
56.1,1.03,490,2657.78,-656,-0.0605,1.2
56.1,1.02,476,2588.36,-656,-0.0806,1.8
56.1,1.12,462,2504.32,-656,-0.0605,2.5
56.1,1.12,455,2450.38,-560,-0.0706,2.5
56.1,0.99,450,2397.87,-480,-0.0302,1.9
56.1,0.99,438,2325.26,-560,-0.0504,1.2
56.1,0.99,431,2273.07,-640,-0.0202,0.5
56.1,0.98,420,2195.35,-784,-0.0403,0.7
56.1,1.06,410,2132.26,-880,-0.0403,1.1
56.1,1.04,397,2091.29,-880,-0.0605,1.2
56.1,1.01,384,2024.79,-848,-0.0706,0.7
56,1,369,1957.72,-864,-0.0907,0.5
56,1.04,354,1883.28,-912,-0.0605,0.7
56,1.13,337,1813.69,-848,-0.0302,2.5
56,1.11,319,1729.77,-704,0,2.8
58.9,1.04,293,1597.36,-608,0.0101,2.6
60.1,1.06,273,1489.38,-576,0.0101,3
60,1.1,266,1441.71,-464,0.0403,3.5
60.1,1.08,257,1369.92,-368,0.0806,3.5
60.1,0.92,250,1302.56,-432,0.121,2.1
60.1,0.98,254,1294.58,-544,0.0907,1.4
60.1,1.01,253,1265.63,-608,0.0706,2.5
60,1.05,244,1201.33,-656,0.0806,2.5
60.5,1.1,234,1144.99,-576,0.0806,2.8
60.8,1.05,224,1072.15,-496,0.0605,2.8
60.6,0.99,213,998.71,-480,0.0403,2.3
60.8,1,202,926.16,-576,0.0101,1.6
60.8,1.04,191,853.36,-608,0.0806,1.8
60.6,1,180,778.77,-640,0.0302,1.6
60.6,1.02,169,707.15,-656,0,1.1
60.6,0.96,157,635.04,-704,0.0202,0.5
60.4,1.03,143,558.81,-816,-0.0202,0.9
60.4,1.05,129,486.29,-832,0,1.6
60.1,1.17,116,415.67,-752,0.0605,2.6
57.6,1.12,103,349.22,-576,0.0403,2.6
57.9,1.06,91,272.68,-544,-0.0101,2.3
58,0.96,80,197.07,-544,0.0202,1.8
57.9,1,70,128.86,-592,-0.0202,1.4
57.9,1,59,58.46,-656,-0.0101,1.8
57,1.01,47,13.98,-688,0.0302,1.9
57,1.1,35,84.51,-720,0.0302,2.5
57,1.19,25,155.05,-544,0.0302,4
56.3,1.19,17,225.58,-304,-0.0101,4.4
50.6,1.04,10,296.12,-144,-0.0202,3.9
42.5,1.04,7,366.31,-80,-0.0302,3.7
35.9,0.99,4,436.06,-80,-0.0504,3.3
32.1,1.16,3,505.24,-96,-0.0605,3.9
31.3,1.32,2,573.96,-96,-0.0504,3.9
31.4,1.21,1,642.12,-128,-0.0504,3.5
31.6,1.07,0,709.27,0,-0.0101,3.3
34.5,1.05,0,775.39,-96,0.0101,2.5
42.4,1.06,0,839.94,-112,0,1.2
61.5,1.05,0,902.45,-64,-0.0302,0
53.9,1.04,598,3152.61,-848,0.0403,1.4
53.9,1.01,593,3110.1,-816,0.0202,1.4
53.9,1.01,583,3050.47,-800,0,1.4
53.9,1.04,567,2971.23,-784,-0.0101,1.8
53.9,1.04,550,2887.33,-752,0.0101,1.8
53.9,0.99,532,2793.45,-752,0,1.6
53.9,1,515,2717.28,-752,-0.0101,1.4
53.9,1,499,2638.74,-768,-0.0202,1.2
53.9,1.02,482,2552.01,-816,0.0101,1.4
55.6,1.03,463,2462.41,-800,0.0101,1.8
56.9,1.03,454,2399.84,-768,0,1.8
56.9,1,440,2333.85,-736,0.0403,1.8
56.9,1,429,2263.02,-736,0.0202,1.8
56.8,1.02,418,2190.6,-736,0.0202,1.9
56.9,1,413,2163.96,-720,0.0101,1.9
56.9,1.04,402,2093,-736,-0.0101,2.3
56.8,1.05,393,2033.5,-704,-0.0101,2.5
56.9,1.03,378,1951.49,-656,0,2.3
56.9,0.97,365,1875.12,-688,0,1.6
56.8,0.95,350,1789.22,-768,0.0101,0.9
56.8,1.01,332,1696.68,-848,0.0302,1.4
56.8,1.08,309,1586.7,-832,-0.0101,2.3
58.5,1.08,296,1520.26,-736,-0.0101,2.6
58.6,1.03,287,1464.04,-656,-0.0202,2.6
58.5,1,274,1387.81,-656,0,2.1
58.5,0.98,264,1319.6,-656,0.0302,1.6
58.5,0.96,261,1287.96,-720,0.0202,1.1
58.5,0.98,250,1216.79,-832,-0.0202,1.2
58.5,1.04,236,1145.6,-896,-0.0202,1.8
58.5,1.08,221,1074.24,-816,-0.0202,2.5
58.5,1.1,207,1003.5,-704,-0.0202,2.8
58.5,1.07,194,927.09,-592,-0.0605,2.8
58.5,0.98,181,846.85,-560,-0.0605,2.1
58.5,0.99,168,763.41,-688,-0.0101,1.6
58.4,1.06,157,690.26,-688,-0.0605,2.8
58.4,1.07,145,614.42,-672,-0.0706,3.3
59,1.05,133,537.16,-624,-0.0605,3.3
60.8,1.05,122,462.7,-544,-0.0806,3.3
60.6,1,111,387.65,-512,-0.0101,2.6
60.6,1,99,307.43,-576,-0.0101,1.6
58.9,0.96,88,228.03,-672,-0.0605,1.1
57.9,1.07,75,151.82,-768,-0.0302,1.9
58,1.11,63,82.21,-704,0.0101,2.8
58,1.05,51,10.03,-624,0.0202,2.6
58,1,39,63.71,-592,0.0403,1.6
58,1.05,28,138.77,-560,0.0302,1.8
57.9,1.13,19,213.82,-480,0,3.3
52.4,1.11,12,288.88,-352,0,4
44,1.41,6,363.71,-128,-0.0403,4.9
36.4,1.38,3,438.31,-16,-0.0504,4.2
32.5,1.48,0,511.9,64,-0.0302,5.1
31.6,1.06,0,584.7,-64,-0.0202,4.9
34.8,1.09,0,656.25,-128,-0.0202,3.5
43,1.08,0,725.99,-144,-0.0101,1.8
61.5,1.08,0,793.59,-48,-0.0101,-0.5
51.8,1.04,596,3078.19,-656,0.0302,1.8
51.4,0.98,588,3020.59,-656,0,1.1
52.4,0.99,573,2941.79,-768,-0.0101,0.5
54.3,1.03,557,2854.15,-800,0,1.4
54.9,1,538,2758.68,-800,-0.0101,1.4
55.1,1.05,520,2672.76,-800,-0.0403,2.3
55.3,1.05,503,2597.09,-784,-0.0605,2.3
55.5,1.02,486,2520.79,-800,-0.0403,1.8
55.6,1.04,465,2429.92,-784,-0.0504,2.1
55.6,1.03,457,2366.43,-752,-0.0202,1.9
57.1,0.99,444,2293.25,-768,-0.0403,1.6
57.8,1,431,2228.21,-784,0,1.4
57.9,1.01,421,2169.38,-816,-0.0202,1.2
58,1,417,2129.15,-800,-0.0101,1.2
58.5,1,405,2071.47,-784,-0.0403,1.8
59,1.01,395,2007.17,-800,-0.0504,1.9
61.5,1.06,381,1930.27,-784,-0.0504,2.3
61.6,1.05,365,1862.3,-704,-0.0202,2.5
61.5,1.05,351,1786.19,-640,-0.0202,2.3
61.8,0.98,335,1704.72,-624,0.0101,1.8
61.9,1.05,313,1583.15,-704,-0.0101,1.4
61.8,1.08,300,1502.38,-672,-0.0202,1.9
61.8,1,292,1450.9,-656,-0.0202,1.9
62,1.04,279,1372.06,-656,0.0202,1.9
62.1,1.05,269,1304.12,-656,0.0605,2.3
62.1,1,267,1278.16,-624,0.0302,2.1
62.3,0.97,258,1213.28,-640,0,1.6
62.1,1,246,1138.19,-688,0.0202,1.4
61.8,0.99,234,1059.69,-736,0.0101,1.4
61.4,1.04,221,982.84,-752,0.0202,1.4
58.9,1.07,207,905.85,-736,-0.0403,1.8
59,1.03,194,829.87,-688,0.0504,1.6
59.1,1,180,749.7,-688,0,1.2
59.1,1.07,167,672.47,-720,-0.0202,1.4
59.1,1.03,154,593.7,-704,0,1.4
59.1,1.06,141,516.57,-704,-0.0202,0.9
59,0.99,128,441.6,-688,0.0605,0.7
58.1,0.99,114,363.28,-784,0,0
58.1,1.06,101,281.78,-816,-0.0101,1.1
58.3,1.13,86,201.69,-832,0.0101,1.8
58.3,1.1,72,126.15,-784,-0.0403,2.1
58.3,1.12,58,51.82,-688,-0.0101,2.5
58.3,1.11,45,23,-544,0.0302,2.5
58.3,1.1,34,99.64,-528,0.0403,2.3
58.3,1.15,24,176.28,-368,0.0202,3.5
58.1,1.13,16,252.92,-224,0.0101,3.5
57,1.1,10,329.33,-144,-0.0101,3.7
51.1,1.1,6,405.75,-112,-0.0302,3.7
43,1.31,3,481.59,-96,-0.0302,3.5
36,1.52,1,556.99,-64,-0.0101,3.2
32.4,1.51,0,631.59,-32,-0.0101,1.8
32.3,1.04,0,705.18,16,0.0202,1.8
35.9,1.04,0,777.19,-64,0.0504,1.4
47.1,1.05,0,847.38,-64,0.0101,0.5
67.5,1.05,0,916.11,-128,-0.0302,0.4
58.9,1.01,590,3041.57,-720,-0.0202,1.6
58.9,1.08,580,2985.24,-704,-0.0504,1.4
58.9,1,567,2920.41,-688,-0.0605,1.2
57.8,0.97,550,2837.82,-720,-0.0302,0.5
56.8,1.08,533,2743.96,-784,-0.0403,1.2
56.9,1.07,517,2659.2,-720,-0.0706,1.4
57.1,1,503,2585.32,-752,-0.0806,0.9
57.1,1.05,485,2511.49,-752,-0.0706,1.2
57,1.03,471,2432.81,-720,-0.0605,1.4
57,1.02,464,2369.28,-704,-0.0605,1.1
57,1,451,2296.59,-688,-0.0403,0.7
57,0.97,440,2241.45,-752,-0.0202,0.4
57,1.03,430,2164.23,-832,-0.0302,1.4
57,1.06,422,2107.7,-832,-0.0302,1.8
57,1.02,409,2047.09,-768,-0.0504,1.6
57,0.98,397,1976.82,-768,-0.0302,1.1
57,1.07,374,1874.1,-784,-0.0403,1.9
57,1.05,361,1809.14,-736,-0.0101,2.1
57,1.05,345,1729.84,-672,0.0101,1.8
54.5,1.01,323,1613.38,-624,0.0202,1.4
49.9,0.97,299,1486.46,-720,0,0.7
46,1.03,295,1447.08,-784,0.0101,1.8
47.5,1.08,283,1372,-784,0.0302,2.5
47.4,1.04,270,1299.85,-736,0.0806,2.5
47.1,1.02,265,1263.66,-736,0.0403,1.6
48,1.04,262,1237.74,-720,-0.0202,1.8
52.4,1.02,250,1171.55,-720,-0.0101,1.6
52.6,1,236,1094.74,-688,-0.0202,1.8
52.5,0.99,223,1018.89,-752,-0.0302,1.8
52.4,1.04,210,938.14,-752,-0.0202,2.1
54.4,1.06,197,870.32,-720,-0.0907,2.3
55.1,1.01,183,797.33,-688,-0.0403,2.1
58,1.04,172,733.13,-656,-0.0403,2.1
57.8,1,159,657.68,-640,-0.0907,1.9
57.6,1,147,582.26,-640,-0.0605,1.8
57.8,1.01,135,503.82,-656,-0.1008,1.8
57.8,1.02,122,426.76,-672,-0.0806,1.6
57.8,0.98,109,347.76,-720,-0.0706,1.4
57.8,1.04,97,272.33,-752,-0.0504,1.9
57.8,1.07,84,201.15,-720,-0.0907,2.5
60.9,1.06,71,129.54,-640,-0.0907,2.6
61.1,1.02,58,60.29,-576,-0.0403,2.5
61,1.05,47,11.92,-560,-0.0202,2.6
60.9,1.05,36,85.96,-496,0,3
60.6,1.06,26,159.99,-416,-0.0101,3.2
55.4,1.14,19,234.03,-256,-0.0101,4
47.9,1.04,12,308.07,-160,-0.0101,4
39.4,1.05,8,381.89,-96,-0.0302,4
34.3,1.21,4,455.25,-96,-0.0504,4
31.6,1.27,2,527.82,0,-0.0504,3.5
31.4,1.31,1,599.82,-160,-0.0302,3
31.5,1.07,0,670.81,-64,0,3
31.5,1.06,0,740.78,-112,0.0302,1.9
35.3,1.04,0,809.51,-16,0.0202,0.2
43.9,1.03,0,876.09,-112,-0.0101,-0.2
50.9,1,604,3115.94,-800,-0.0202,-0.4
49.6,1.01,582,3026.49,-896,-0.0302,-0.2
51.5,1.04,569,2954.51,-896,-0.0202,0.4
54.1,1.07,566,2915.99,-848,-0.0202,1.1
54.4,1.08,557,2861.97,-768,-0.0101,1.2
54,1.01,548,2803.26,-704,0,0.9
54.1,0.97,537,2738.89,-752,0.0202,0.4
61.4,1.08,515,2640.72,-832,0.0302,0.9
63,1.04,497,2557.36,-768,0.0403,1.1
62.6,1.09,481,2478.29,-752,0.0403,1.1
62.8,1.07,467,2409.89,-688,0.0504,1.1
63.5,1.04,454,2333.16,-608,0.0605,0.9
63.9,0.99,445,2265.08,-656,0.0605,-0.2
60.1,0.97,432,2184.6,-704,0.0605,-0.2
58.1,1.14,420,2106.4,-880,0.0605,0.2
61.6,1.11,405,2023.6,-784,0.0504,0.5
62,1,392,1953.04,-768,0.0504,0
60.1,1.08,379,1880.98,-832,0.0403,0.7
56,1.1,364,1792.84,-848,0.0403,1.1
56.9,1.06,351,1729.03,-768,0.0302,0.7
56.9,1.06,336,1651.44,-656,0.0302,0.5
56.8,1.04,323,1572.74,-656,0.0202,0.7
58.8,0.96,311,1499.37,-672,0.0101,0.7
60.4,0.98,301,1426.9,-784,0,0.9
62.3,1.05,287,1344.52,-864,-0.0101,1.2
66.6,1.05,274,1270.52,-848,-0.0101,1.6
67.6,1.07,260,1213.99,-768,-0.0202,1.6
68.3,1.05,245,1142.06,-720,-0.0302,1.2
64.1,1.09,231,1057.63,-704,-0.0403,0.5
58.9,1.05,217,970.12,-656,-0.0504,0.2
56.6,0.99,204,891.96,-608,-0.0605,0.4
54,1.06,190,795.66,-704,-0.0504,0.5
48.4,1.03,177,706.48,-736,-0.0504,0.7
49,1.02,163,621.95,-752,-0.0605,0
48.5,1.02,149,547.01,-816,-0.0706,0
51.1,1.07,134,459.24,-880,-0.0706,0.9
55.8,1.15,119,377.2,-800,-0.0504,1.1
56.8,1.01,105,304.62,-800,-0.0403,0.4
53.5,1.06,89,219.77,-864,-0.0504,0.2
51.1,1.14,74,137.62,-912,-0.0302,1.1
58.9,1.08,60,60.97,-784,-0.0202,1.4
60.4,1.21,47,14.09,-704,-0.0202,2.5
61.4,1.19,35,91.97,-512,-0.0202,2.8
59.8,1.08,25,170.19,-368,-0.0101,2.3
51.4,1.13,18,248.41,-224,0,3
42.4,1.12,12,326.07,-160,0.0101,3.2
35.8,1.03,8,403.27,-128,0.0101,3
32.1,1.03,5,479.91,-80,0.0202,3.2
31.4,1.02,3,555.76,-80,0.0302,3
31.5,1.32,1,631.16,-80,0.0504,3.2
31.5,1.18,0,705.76,-64,0.0605,2.8
31.6,1.19,0,779.35,-64,0.0403,2.3
31.6,1.19,0,852.14,-144,0.0302,1.4
33.9,1.43,0,923.7,-64,0.0302,0.5
40.1,1.13,0,993.67,48,0.0202,0
50.8,1.01,648,3361.92,-672,0.0605,-0.2
50.9,0.89,623,3257.44,-784,0.0504,-1.2
51,1.03,606,3166.8,-960,0.0504,-0.5
51,1.05,588,3077.47,-992,0.0504,0.4
49.3,1.03,569,2987.22,-960,0.0504,0.5
47.8,1.05,554,2920.06,-928,0.0504,1.2
48.1,1.05,548,2881.17,-896,0.0504,1.6
48.8,1.1,537,2826.92,-816,0.0504,2.3
49.8,1.06,525,2762.91,-704,0.0504,2.3
50.4,0.98,511,2694.02,-688,0.0504,1.9
53.5,1.04,493,2603.5,-752,0.0302,2.1
57.5,1.07,476,2527.78,-752,0.0302,2.5
59.4,1.03,458,2436.47,-672,0.0202,2.3
59.1,0.97,446,2379.87,-640,0.0202,2.1
60.3,1.04,433,2304.41,-704,0.0101,1.9
60.8,1.07,422,2225.66,-672,0.0101,2.3
61.4,1.08,411,2154.08,-592,0,2.1
61.8,1,402,2100.38,-512,0,1.6
61.8,0.94,391,2028.27,-576,0.0101,0.4
58.5,1,381,1942.67,-736,0,0.7
58.5,1.03,370,1858.62,-768,0,1.2
58.4,1.04,356,1777.16,-768,0,1.2
57.4,1.03,345,1710.52,-752,0,1.2
57.3,1.07,330,1630.36,-736,-0.0101,1.2
57.1,1,317,1552.89,-720,-0.0202,1.2
57.1,1,305,1486,-768,-0.0202,0.9
57.1,1.07,294,1418.95,-816,-0.0302,1.4
57.1,1.07,279,1336.11,-768,-0.0302,1.6
